date,amount,category,subcategory,description,merchant,transaction_type,user_id
2024-10-12,25.61,Transportation,Uber/Lyft,Car payment,Honda Finance,expense,2
2024-10-13,10.17,Subscription,Subscription,Before husband why focus.,"Rodriguez, Bates and Taylor",expense,2
2024-10-13,49.0,Other,Other,Place buy thought.,Johnson-Valenzuela,expense,2
2024-10-13,15.37,Bank Fee,Bank Fee,Poor choose lay task.,"Lara, Miller and Ayala",expense,2
2024-10-15,3336.92,Salary,Salary,Monthly salary payment,Finance Inc,income,2
2024-10-15,24.9,Food & Dining,Groceries,Lunch,Uber Eats,expense,2
2024-10-16,46.0,Food & Dining,Coffee,Lunch,McDonalds,expense,2
2024-10-17,46.59,Subscription,Subscription,Remember heavy knowledge likely most.,Graham Group,expense,2
2024-10-18,11.26,Subscription,Subscription,Present man represent peace material.,"Mcfarland, Rodriguez and Hoffman",expense,2
2024-10-23,1352.73,Housing,Mortgage,Property maintenance,Home Depot,expense,2
2024-10-23,35.57,Food & Dining,Groceries,Lunch,Uber Eats,expense,2
2024-10-23,24.65,Entertainment,Music,Concert,Spotify,expense,2
2024-10-23,23.12,Entertainment,Gaming,Concert,PlayStation Store,expense,2
2024-10-24,14.04,Food & Dining,Coffee,Lunch,Uber Eats,expense,2
2024-10-24,50.52,Transportation,Public Transit,Parking fee,Metro,expense,2
2024-10-25,30.7,Shopping,Home Goods,Personal items,CVS,expense,2
2024-10-25,169.15,Healthcare,Pharmacy,Prescription,CVS Pharmacy,expense,2
2024-10-26,98.25,Healthcare,Pharmacy,Prescription,CVS Pharmacy,expense,2
2024-10-26,18.62,Other,Other,Sort project single.,Scott-Rodriguez,expense,2
2024-10-28,143.9,Healthcare,Doctor Visit,Prescription,CVS Pharmacy,expense,2
2024-10-29,26.74,Shopping,Clothing,Retail shopping,Macys,expense,2
2024-10-30,8.01,Food & Dining,Restaurants,Dinner,DoorDash,expense,2
2024-10-30,62.97,Transportation,Car Payment,Parking fee,Shell,expense,2
2024-10-30,42.94,Other,Other,Figure behind two reason rather.,Hurst PLC,expense,2
2024-10-31,38.65,Shopping,Personal Care,Online purchase,Best Buy,expense,2
2024-11-01,3570.88,Salary,Salary,Monthly salary payment,Tech Corp,income,2
2024-11-03,19.124238664286317,Shopping,Home Goods,Online purchase,Best Buy,expense,2
2024-11-04,37.87810780509132,Shopping,Personal Care,Personal items,Best Buy,expense,2
2024-11-04,14.44,ATM Fee,ATM Fee,Evening after than.,"Cobb, Johnston and Schmidt",expense,2
2024-11-05,1334.07,Housing,Rent,Property maintenance,Wells Fargo,expense,2
2024-11-07,58.24,Transportation,Public Transit,Gas fill-up,Uber,expense,2
2024-11-09,11.66,Transportation,Uber/Lyft,Gas fill-up,Shell,expense,2
2024-11-10,1443.79,Housing,Property Tax,Property maintenance,Bank of America,expense,2
2024-11-14,18.893572759491008,Food & Dining,Groceries,Coffee,Chipotle,expense,2
2024-11-15,3621.3,Salary,Salary,Monthly salary payment,Finance Inc,income,2
2024-11-17,1416.91,Housing,Property Tax,Property maintenance,Wells Fargo,expense,2
2024-11-17,74.62266591005,Food & Dining,Groceries,Dinner,McDonalds,expense,2
2024-11-17,44.62163687435158,Shopping,Books,Personal items,Best Buy,expense,2
2024-11-17,13.59,ATM Fee,ATM Fee,Able in peace under.,Wilson Inc,expense,2
2024-11-18,54.14612922128171,Food & Dining,Restaurants,Coffee,Chipotle,expense,2
2024-11-18,16.71,Subscription,Subscription,Though road commercial.,"Schneider, Ryan and Duncan",expense,2
2024-11-21,186.38,Healthcare,Pharmacy,Doctor visit,Dental Associates,expense,2
2024-11-22,67.9,Transportation,Uber/Lyft,Parking fee,Lyft,expense,2
2024-11-23,15.79758638964129,Food & Dining,Fast Food,Lunch,McDonalds,expense,2
2024-11-23,12.191831271470589,Shopping,Books,Retail shopping,Walgreens,expense,2
2024-11-24,25.76295633967222,Food & Dining,Delivery,Dinner,Uber Eats,expense,2
2024-11-25,52.16,Transportation,Uber/Lyft,Gas fill-up,Lyft,expense,2
2024-11-26,26.18,Entertainment,Gaming,Movie tickets,AMC Theaters,expense,2
2024-11-27,30.88,Bank Fee,Bank Fee,Customer section minute represent.,Myers LLC,expense,2
2024-11-28,25.48,Entertainment,Movies,Subscription,Netflix,expense,2
2024-11-28,21.4,Entertainment,Music,Concert,Netflix,expense,2
2024-11-28,23.2,ATM Fee,ATM Fee,Message rule.,"Price, Boyd and Davidson",expense,2
2024-11-29,148.84,Utilities,Phone,Phone bill,Water Company,expense,2
2024-11-30,9.97,Entertainment,Streaming,Subscription,Steam,expense,2
2024-12-01,3468.61,Salary,Salary,Monthly salary payment,Healthcare LLC,income,2
2024-12-03,35.39329795489788,Food & Dining,Delivery,Lunch,Chipotle,expense,2
2024-12-03,44.48,Transportation,Gas,Car payment,Metro,expense,2
2024-12-04,20.63,Other,Other,Power oil bag.,"Adams, Hall and Bennett",expense,2
2024-12-05,68.40156592618258,Shopping,Personal Care,Personal items,Macys,expense,2
2024-12-06,142.88,Utilities,Water,Internet bill,Water Company,expense,2
2024-12-08,21.3,Transportation,Uber/Lyft,Car payment,Shell,expense,2
2024-12-08,183.0,Utilities,Water,Phone bill,PG&E,expense,2
2024-12-08,8.42,Entertainment,Movies,Movie tickets,Netflix,expense,2
2024-12-09,101.24,Healthcare,Pharmacy,Prescription,Kaiser Permanente,expense,2
2024-12-10,145.41,Healthcare,Doctor Visit,Doctor visit,Dental Associates,expense,2
2024-12-12,69.69238560867822,Shopping,Home Goods,Retail shopping,Amazon,expense,2
2024-12-13,18.13,Other,Other,Level ready left administration.,"Gregory, Mosley and Thomas",expense,2
2024-12-14,49.52,Subscription,Subscription,Despite believe fire.,Jenkins-Forbes,expense,2
2024-12-15,3665.08,Salary,Salary,Monthly salary payment,Healthcare LLC,income,2
2024-12-15,6.55,Entertainment,Music,Movie tickets,AMC Theaters,expense,2
2024-12-15,36.73,Bank Fee,Bank Fee,Whether space sometimes key ground.,Davis-Garcia,expense,2
2024-12-16,4.63,Entertainment,Streaming,Subscription,Netflix,expense,2
2024-12-17,35.30567468306146,Food & Dining,Delivery,Lunch,Starbucks,expense,2
2024-12-19,73.52279335171532,Food & Dining,Coffee,Dinner,Whole Foods,expense,2
2024-12-19,13.18,Entertainment,Streaming,Concert,AMC Theaters,expense,2
2024-12-19,41.36,Subscription,Subscription,Walk between fish long.,Manning-Mckee,expense,2
2024-12-21,35.91,Transportation,Gas,Gas fill-up,Chevron,expense,2
2024-12-23,38.4,Transportation,Car Payment,Gas fill-up,Uber,expense,2
2024-12-23,32.12791313883258,Shopping,Personal Care,Personal items,Macys,expense,2
2024-12-24,35.37,Subscription,Subscription,Special yes.,"Molina, Davis and Jenkins",expense,2
2024-12-24,25.03,Subscription,Subscription,Happen nearly if minute front.,"West, Martin and Lara",expense,2
2024-12-25,26.7524827507584,Food & Dining,Delivery,Coffee,Uber Eats,expense,2
2024-12-25,25.487311736065713,Food & Dining,Restaurants,Dinner,Chipotle,expense,2
2024-12-25,37.77,ATM Fee,ATM Fee,View suffer issue executive live.,"Ramirez, Oconnor and Scott",expense,2
2024-12-27,61.89952796513504,Shopping,Home Goods,Retail shopping,Target,expense,2
2024-12-27,64.49005066131382,Shopping,Home Goods,Personal items,Best Buy,expense,2
2024-12-29,1387.32,Housing,HOA Fees,Rent payment,Bank of America,expense,2
2024-12-30,41.09,Transportation,Public Transit,Gas fill-up,Metro,expense,2
2024-12-30,47.47,Transportation,Gas,Parking fee,Honda Finance,expense,2
2024-12-31,17.79743510048112,Food & Dining,Restaurants,Lunch,McDonalds,expense,2
2024-12-31,14.24,Entertainment,Gaming,Concert,Spotify,expense,2
