date,amount,category,subcategory,description,merchant,transaction_type,user_id
2024-10-05,23.46,Other,Other,History doctor happen need that.,Long-Jones,expense,6
2024-10-06,41.43,Subscription,Subscription,None that plant single.,Collins-Caldwell,expense,6
2024-10-07,48.82,Transportation,Uber/Lyft,Parking fee,Honda Finance,expense,6
2024-10-07,45.63,Bank Fee,Bank Fee,Area institution.,"Rivas, Pierce and Williams",expense,6
2024-10-09,117.11,Healthcare,Insurance Premium,Doctor visit,CVS Pharmacy,expense,6
2024-10-10,7.81,Food & Dining,Groceries,Coffee,Chipotle,expense,6
2024-10-11,171.85,Utilities,Internet,Phone bill,PG&E,expense,6
2024-10-11,19.85,Entertainment,Music,Subscription,Steam,expense,6
2024-10-11,39.27,ATM Fee,ATM Fee,Question story consider education economy.,Hardy-Galvan,expense,6
2024-10-11,30.47,ATM Fee,ATM Fee,Become popular should contain.,Wright Ltd,expense,6
2024-10-12,10.66,Food & Dining,Fast Food,Dinner,Chipotle,expense,6
2024-10-12,6.73,Shopping,Home Goods,Online purchase,CVS,expense,6
2024-10-13,156.66,Utilities,Phone,Electric bill,PG&E,expense,6
2024-10-14,25.85,Shopping,Clothing,Retail shopping,CVS,expense,6
2024-10-15,2583.51,Salary,Salary,Monthly salary payment,Healthcare LLC,income,6
2024-10-15,532.88,Freelance,Freelance,Freelance project payment,Client B,income,6
2024-10-15,14.99,Entertainment,Gaming,Concert,PlayStation Store,expense,6
2024-10-17,21.94,Food & Dining,Fast Food,Dinner,Whole Foods,expense,6
2024-10-18,16.05,Food & Dining,Coffee,Dinner,Chipotle,expense,6
2024-10-18,24.54,ATM Fee,ATM Fee,Important him open.,"Young, Turner and Simon",expense,6
2024-10-22,27.5,Food & Dining,Fast Food,Lunch,Starbucks,expense,6
2024-10-22,48.35,Transportation,Parking,Gas fill-up,Shell,expense,6
2024-10-23,7.81,Entertainment,Streaming,Movie tickets,Steam,expense,6
2024-10-23,37.06,Subscription,Subscription,Save cut bill.,"Schultz, Pineda and Rollins",expense,6
2024-10-24,145.0,Utilities,Water,Electric bill,Verizon,expense,6
2024-10-24,28.25,ATM Fee,ATM Fee,Use worker.,Cook LLC,expense,6
2024-10-24,20.85,ATM Fee,ATM Fee,I send dinner here.,"Yates, Martin and Armstrong",expense,6
2024-10-25,23.9,Transportation,Gas,Parking fee,Shell,expense,6
2024-10-26,15.32,Transportation,Uber/Lyft,Car payment,Uber,expense,6
2024-10-26,12.85,Entertainment,Streaming,Subscription,AMC Theaters,expense,6
2024-10-26,5.39,Entertainment,Movies,Concert,Netflix,expense,6
2024-10-26,20.65,Bank Fee,Bank Fee,Model civil light mouth.,Herrera LLC,expense,6
2024-10-27,22.73,Shopping,Clothing,Retail shopping,Macys,expense,6
2024-10-28,119.44,Healthcare,Dental,Insurance,CVS Pharmacy,expense,6
2024-10-28,275.84,Travel,Car Rental,Hotel stay,Marriott,expense,6
2024-10-30,1122.07,Housing,HOA Fees,Mortgage payment,Bank of America,expense,6
2024-10-30,34.87,Food & Dining,Groceries,Dinner,Safeway,expense,6
2024-10-30,14.78,Shopping,Personal Care,Personal items,CVS,expense,6
2024-11-01,2737.87,Salary,Salary,Monthly salary payment,Tech Corp,income,6
2024-11-02,7.971773334917344,Food & Dining,Groceries,Dinner,Starbucks,expense,6
2024-11-04,1104.59,Housing,HOA Fees,Rent payment,Wells Fargo,expense,6
2024-11-04,100.55,Utilities,Phone,Phone bill,Verizon,expense,6
2024-11-04,36.3432173671148,Shopping,Personal Care,Retail shopping,Walgreens,expense,6
2024-11-05,8.53,Transportation,Car Payment,Car payment,Uber,expense,6
2024-11-05,84.96,Healthcare,Dental,Insurance,CVS Pharmacy,expense,6
2024-11-06,12.13,Entertainment,Streaming,Movie tickets,AMC Theaters,expense,6
2024-11-07,12.45,Entertainment,Movies,Concert,Netflix,expense,6
2024-11-09,13.814250552511119,Shopping,Electronics,Online purchase,Walgreens,expense,6
2024-11-09,30.55,ATM Fee,ATM Fee,Interest front catch.,Fleming-Haynes,expense,6
2024-11-09,11.5,Bank Fee,Bank Fee,Through race enough.,Snyder-Robles,expense,6
2024-11-11,15.41,Entertainment,Sports,Subscription,Steam,expense,6
2024-11-11,4.51,Entertainment,Music,Concert,AMC Theaters,expense,6
2024-11-12,23.119520256985147,Food & Dining,Coffee,Lunch,Uber Eats,expense,6
2024-11-12,11.13,Transportation,Public Transit,Gas fill-up,Chevron,expense,6
2024-11-13,28.78,ATM Fee,ATM Fee,Meet camera onto.,"Kelley, Mcdaniel and White",expense,6
2024-11-15,2633.49,Salary,Salary,Monthly salary payment,Finance Inc,income,6
2024-11-15,1105.67,Freelance,Freelance,Freelance project payment,Upwork,income,6
2024-11-15,45.39,Transportation,Gas,Parking fee,Chevron,expense,6
2024-11-15,3.67,Entertainment,Sports,Subscription,Steam,expense,6
2024-11-16,1054.8,Housing,Property Tax,Rent payment,Bank of America,expense,6
2024-11-17,89.82,Healthcare,Dental,Insurance,CVS Pharmacy,expense,6
2024-11-19,24.207880578682833,Shopping,Electronics,Retail shopping,Amazon,expense,6
2024-11-20,36.75,Transportation,Public Transit,Car payment,Honda Finance,expense,6
2024-11-23,26.93,Bank Fee,Bank Fee,Tax travel hotel foreign.,Duncan-Hays,expense,6
2024-11-25,1048.3,Housing,HOA Fees,Mortgage payment,Landlord,expense,6
2024-11-26,17.352098619621387,Shopping,Home Goods,Online purchase,Amazon,expense,6
2024-11-26,37.0,ATM Fee,ATM Fee,Too deal there.,Tate-Santiago,expense,6
2024-11-27,15.341873086836811,Food & Dining,Fast Food,Dinner,Chipotle,expense,6
2024-11-27,38.37,ATM Fee,ATM Fee,Beat at.,"Mcguire, Williams and Obrien",expense,6
2024-11-28,144.19,Utilities,Internet,Internet bill,Comcast,expense,6
2024-11-28,17.919758091133776,Shopping,Home Goods,Online purchase,Amazon,expense,6
2024-11-29,13.567113329823625,Food & Dining,Fast Food,Dinner,Chipotle,expense,6
2024-11-30,11.45,Entertainment,Music,Subscription,AMC Theaters,expense,6
2024-11-30,18.63,ATM Fee,ATM Fee,Short already without.,Alexander LLC,expense,6
2024-12-01,2667.99,Salary,Salary,Monthly salary payment,Tech Corp,income,6
2024-12-01,1702.18,Freelance,Freelance,Freelance project payment,Client A,income,6
2024-12-02,22.82,Other,Other,Increase Mr.,Jones Ltd,expense,6
2024-12-02,45.77,Subscription,Subscription,Such may pattern around.,Faulkner-Smith,expense,6
2024-12-04,4.16,Entertainment,Streaming,Movie tickets,Netflix,expense,6
2024-12-04,17.58,Entertainment,Music,Concert,Netflix,expense,6
2024-12-04,47.83,ATM Fee,ATM Fee,Respond any outside.,Grant-Patterson,expense,6
2024-12-05,21.672171415514658,Food & Dining,Coffee,Lunch,Uber Eats,expense,6
2024-12-06,53.37741637602356,Shopping,Electronics,Retail shopping,Best Buy,expense,6
2024-12-06,8.08,Other,Other,Grow race image response.,"Nash, West and Anderson",expense,6
2024-12-07,15.5,Transportation,Gas,Gas fill-up,Honda Finance,expense,6
2024-12-07,120.96,Utilities,Phone,Internet bill,AT&T,expense,6
2024-12-08,47.37,Subscription,Subscription,Few bag.,"Munoz, Hardy and Dickerson",expense,6
2024-12-11,1035.69,Housing,Maintenance,Rent payment,Property Manager,expense,6
2024-12-11,50.88854500905138,Food & Dining,Groceries,Grocery shopping,Chipotle,expense,6
2024-12-12,1122.56,Housing,Mortgage,Mortgage payment,Property Manager,expense,6
2024-12-13,48.85978841646276,Shopping,Books,Retail shopping,Amazon,expense,6
2024-12-13,43.75,Subscription,Subscription,Support which.,Whitaker and Sons,expense,6
2024-12-13,11.54,Bank Fee,Bank Fee,Parent attack decision.,Huang-Huerta,expense,6
2024-12-14,20.702752969117846,Food & Dining,Restaurants,Dinner,McDonalds,expense,6
2024-12-14,20.88493923033364,Shopping,Home Goods,Retail shopping,Target,expense,6
2024-12-15,2609.34,Salary,Salary,Monthly salary payment,Tech Corp,income,6
2024-12-15,904.34,Freelance,Freelance,Freelance project payment,Client A,income,6
2024-12-18,52.77,Transportation,Public Transit,Parking fee,Metro,expense,6
2024-12-18,14.91,Transportation,Parking,Gas fill-up,Chevron,expense,6
2024-12-20,29.63010943488432,Food & Dining,Coffee,Coffee,Uber Eats,expense,6
2024-12-20,29.81,Transportation,Public Transit,Gas fill-up,Honda Finance,expense,6
2024-12-22,31.71608381000304,Food & Dining,Restaurants,Lunch,Whole Foods,expense,6
2024-12-23,48.41092034482497,Food & Dining,Delivery,Coffee,Uber Eats,expense,6
2024-12-23,9.63,Entertainment,Sports,Concert,AMC Theaters,expense,6
2024-12-23,80.11,Healthcare,Doctor Visit,Doctor visit,CVS Pharmacy,expense,6
2024-12-26,10.541477180293526,Shopping,Personal Care,Online purchase,Walgreens,expense,6
2024-12-28,14.55,Entertainment,Streaming,Subscription,Netflix,expense,6
2024-12-29,145.56,Utilities,Internet,Phone bill,Comcast,expense,6
2024-12-30,1072.98,Housing,Rent,Mortgage payment,Landlord,expense,6
2024-12-30,40.82,ATM Fee,ATM Fee,Anything kind major receive.,"Case, Mitchell and Gonzalez",expense,6
2024-12-30,25.23,Bank Fee,Bank Fee,Reach this soon chair.,"Thompson, Bautista and Pena",expense,6
2024-12-31,40.63,Transportation,Public Transit,Parking fee,Honda Finance,expense,6
2024-12-31,9.43800958011947,Shopping,Electronics,Personal items,Macys,expense,6
2024-12-31,37.009005314509764,Shopping,Clothing,Retail shopping,Best Buy,expense,6
