date,amount,category,subcategory,description,merchant,transaction_type,user_id
2024-10-16,359.43,Travel,Flights,Hotel stay,Marriott,expense,10
2024-10-17,8.66,Entertainment,Gaming,Subscription,PlayStation Store,expense,10
2024-10-18,4.96,Entertainment,Streaming,Concert,AMC Theaters,expense,10
2024-10-20,8.15,Transportation,Uber/Lyft,Car payment,Uber,expense,10
2024-10-20,25.74,Other,Other,Simple try open.,Johnson LLC,expense,10
2024-10-21,21.83,Transportation,Parking,Car payment,Honda Finance,expense,10
2024-10-21,76.19,Healthcare,Pharmacy,Doctor visit,Dental Associates,expense,10
2024-10-21,15.07,Other,Other,Fly who artist positive.,"Cook, Sullivan and Brown",expense,10
2024-10-23,8.16,Transportation,Uber/Lyft,Car payment,Honda Finance,expense,10
2024-10-24,9.06,Entertainment,Sports,Movie tickets,Netflix,expense,10
2024-10-24,13.31,Shopping,Personal Care,Personal items,CVS,expense,10
2024-10-27,10.06,Entertainment,Music,Concert,AMC Theaters,expense,10
2024-10-29,18.13,Food & Dining,Fast Food,Grocery shopping,Uber Eats,expense,10
2024-10-30,23.6,Shopping,Home Goods,Online purchase,Amazon,expense,10
2024-10-31,79.03,Healthcare,Doctor Visit,Doctor visit,Kaiser Permanente,expense,10
2024-10-31,7.37,Subscription,Subscription,Add director describe wind compare.,Bradley-Cardenas,expense,10
2024-11-01,2150.22,Salary,Salary,Monthly salary payment,Finance Inc,income,10
2024-11-01,1715.67,Freelance,Freelance,Freelance project payment,Client A,income,10
2024-11-02,9.85,Transportation,Car Payment,Car payment,Honda Finance,expense,10
2024-11-02,31.033626694214956,Shopping,Home Goods,Retail shopping,Macys,expense,10
2024-11-04,17.14,Transportation,Car Payment,Car payment,Uber,expense,10
2024-11-04,41.08,ATM Fee,ATM Fee,This discussion protect.,Jones Group,expense,10
2024-11-06,30.37,Bank Fee,Bank Fee,Quite practice.,"Frazier, Wright and Ramos",expense,10
2024-11-06,48.2,Subscription,Subscription,He parent.,Luna-Moreno,expense,10
2024-11-07,28.395315189254354,Food & Dining,Restaurants,Dinner,McDonalds,expense,10
2024-11-09,14.22,Transportation,Gas,Gas fill-up,Honda Finance,expense,10
2024-11-09,115.66,Healthcare,Dental,Insurance,Dental Associates,expense,10
2024-11-10,48.08,ATM Fee,ATM Fee,City join.,"Henry, Dixon and Phillips",expense,10
2024-11-10,28.06,Subscription,Subscription,Begin visit tax quality level.,Palmer-Frost,expense,10
2024-11-11,9.958644701433691,Food & Dining,Groceries,Dinner,Uber Eats,expense,10
2024-11-11,23.046580107760768,Shopping,Books,Retail shopping,Amazon,expense,10
2024-11-11,31.35,Other,Other,Half somebody environmental.,Ruiz-Garrison,expense,10
2024-11-12,22.51,Other,Other,Practice left high.,Wyatt-Morgan,expense,10
2024-11-13,33.59,ATM Fee,ATM Fee,Along force central.,Rogers-Gibson,expense,10
2024-11-14,19.23229917354523,Shopping,Electronics,Retail shopping,Amazon,expense,10
2024-11-15,2071.35,Salary,Salary,Monthly salary payment,Healthcare LLC,income,10
2024-11-15,120.16,Utilities,Gas,Phone bill,AT&T,expense,10
2024-11-16,19.504560015491972,Shopping,Books,Online purchase,Amazon,expense,10
2024-11-18,19.984032683108552,Food & Dining,Fast Food,Lunch,Chipotle,expense,10
2024-11-18,12.63,Entertainment,Movies,Concert,Spotify,expense,10
2024-11-18,10.83,Entertainment,Music,Movie tickets,Netflix,expense,10
2024-11-19,27.908113176263747,Food & Dining,Groceries,Dinner,McDonalds,expense,10
2024-11-20,38.19,Transportation,Car Payment,Car payment,Uber,expense,10
2024-11-20,9.25,Entertainment,Music,Movie tickets,Steam,expense,10
2024-11-20,16.92,Bank Fee,Bank Fee,Partner concern policy require.,"Bishop, Long and Olson",expense,10
2024-11-20,20.74,Subscription,Subscription,Peace person letter.,"Lewis, Beltran and Stone",expense,10
2024-11-21,841.23,Housing,HOA Fees,Rent payment,Wells Fargo,expense,10
2024-11-21,6.74,Subscription,Subscription,Wear heart speech lawyer.,Stephens Inc,expense,10
2024-11-22,22.560309104190583,Food & Dining,Restaurants,Lunch,Starbucks,expense,10
2024-11-22,13.33,Transportation,Car Payment,Car payment,Shell,expense,10
2024-11-23,36.91,Other,Other,May card easy central.,"Green, Branch and Clark",expense,10
2024-11-24,9.134084931790248,Shopping,Home Goods,Online purchase,Amazon,expense,10
2024-11-25,64.51,Healthcare,Dental,Doctor visit,Kaiser Permanente,expense,10
2024-11-25,32.08,Other,Other,For window.,Payne Inc,expense,10
2024-11-26,13.86,Entertainment,Movies,Movie tickets,AMC Theaters,expense,10
2024-11-27,129.2,Utilities,Electric,Internet bill,PG&E,expense,10
2024-11-27,10.93,Entertainment,Streaming,Movie tickets,AMC Theaters,expense,10
2024-11-27,7.63,Entertainment,Streaming,Subscription,Netflix,expense,10
2024-11-28,16.05,Transportation,Public Transit,Car payment,Uber,expense,10
2024-11-28,28.16754368099514,Shopping,Books,Personal items,Walgreens,expense,10
2024-11-28,45.92,ATM Fee,ATM Fee,Maintain something west.,"Cordova, Daugherty and Mccall",expense,10
2024-11-29,46.21,Subscription,Subscription,Onto best step inside protect.,"Dennis, Lindsey and Ortiz",expense,10
2024-12-01,2052.31,Salary,Salary,Monthly salary payment,Healthcare LLC,income,10
2024-12-01,1364.72,Freelance,Freelance,Freelance project payment,Client B,income,10
2024-12-02,7.1740014376315155,Food & Dining,Fast Food,Grocery shopping,Whole Foods,expense,10
2024-12-02,28.123170067130943,Food & Dining,Coffee,Dinner,Starbucks,expense,10
2024-12-02,8.62,Entertainment,Sports,Concert,Spotify,expense,10
2024-12-02,96.39,Healthcare,Dental,Insurance,CVS Pharmacy,expense,10
2024-12-02,287.4131879232859,Travel,Hotels,Hotel stay,Southwest Airlines,expense,10
2024-12-02,21.02,Bank Fee,Bank Fee,Serve too morning subject.,"Haney, Wood and Carter",expense,10
2024-12-03,12.86,Entertainment,Music,Concert,Netflix,expense,10
2024-12-04,16.53,Transportation,Uber/Lyft,Gas fill-up,Shell,expense,10
2024-12-05,27.29,Other,Other,Fact early.,Pena-Nguyen,expense,10
2024-12-05,12.91,Other,Other,Company forget then his.,"Daniel, Jackson and Holland",expense,10
2024-12-10,9.50986490519799,Food & Dining,Restaurants,Coffee,Safeway,expense,10
2024-12-10,43.36934250109914,Food & Dining,Restaurants,Dinner,DoorDash,expense,10
2024-12-12,34.75,Transportation,Car Payment,Gas fill-up,Metro,expense,10
2024-12-12,96.0,Utilities,Electric,Phone bill,Comcast,expense,10
2024-12-14,25.816082668806665,Shopping,Books,Personal items,CVS,expense,10
2024-12-15,2040.94,Salary,Salary,Monthly salary payment,Tech Corp,income,10
2024-12-15,5.99,Entertainment,Sports,Movie tickets,AMC Theaters,expense,10
2024-12-15,7.662329195409989,Shopping,Clothing,Retail shopping,Macys,expense,10
2024-12-18,11.52,Bank Fee,Bank Fee,Personal collection.,Sanchez LLC,expense,10
2024-12-19,15.12,Entertainment,Movies,Concert,Netflix,expense,10
2024-12-19,6.27,ATM Fee,ATM Fee,Use employee chair.,"Mccall, Jacobs and Ray",expense,10
2024-12-20,13.24,Transportation,Car Payment,Gas fill-up,Lyft,expense,10
2024-12-20,129.37,Utilities,Phone,Internet bill,PG&E,expense,10
2024-12-20,9.77,Entertainment,Sports,Concert,AMC Theaters,expense,10
2024-12-20,14.1,ATM Fee,ATM Fee,Brother public first.,Griffin Inc,expense,10
2024-12-23,856.97,Housing,HOA Fees,Mortgage payment,Landlord,expense,10
2024-12-23,8.219576842468372,Food & Dining,Fast Food,Lunch,Safeway,expense,10
2024-12-25,37.7,Transportation,Uber/Lyft,Car payment,Lyft,expense,10
2024-12-25,31.43,Subscription,Subscription,Do left.,"Alvarez, Moore and Thomas",expense,10
2024-12-26,22.66,Transportation,Uber/Lyft,Gas fill-up,Shell,expense,10
2024-12-26,13.24,Entertainment,Streaming,Subscription,PlayStation Store,expense,10
2024-12-27,85.35,Healthcare,Dental,Doctor visit,CVS Pharmacy,expense,10
2024-12-28,6.29,ATM Fee,ATM Fee,Doctor summer note hour.,Mullins Group,expense,10
2024-12-29,14.651358675008883,Shopping,Clothing,Retail shopping,CVS,expense,10
2024-12-29,23.26,Other,Other,Management part season story.,Parker-Sandoval,expense,10
2024-12-31,41.75,Other,Other,Happen smile strategy.,"Brown, Snow and Chung",expense,10
