date,amount,category,subcategory,description,merchant,transaction_type,user_id
2024-10-03,13.0,Entertainment,Gaming,Concert,AMC Theaters,expense,7
2024-10-07,26.56,Food & Dining,Delivery,Lunch,McDonalds,expense,7
2024-10-07,19.86,Food & Dining,Restaurants,Lunch,Safeway,expense,7
2024-10-09,149.29,Utilities,Internet,Phone bill,Comcast,expense,7
2024-10-10,15.81,Transportation,Uber/Lyft,Car payment,Uber,expense,7
2024-10-11,150.73,Healthcare,Doctor Visit,Prescription,CVS Pharmacy,expense,7
2024-10-11,48.75,Bank Fee,Bank Fee,Night of thousand perhaps star.,Bowen-Page,expense,7
2024-10-11,49.58,Other,Other,Simply down either thing item.,Andrews Group,expense,7
2024-10-12,32.82,Subscription,Subscription,Game those apply.,Morales-Bryant,expense,7
2024-10-12,20.02,Subscription,Subscription,Another picture lot interview operation.,"Wilkerson, Cook and Obrien",expense,7
2024-10-13,6.9,Other,Other,Alone worker every.,Ford-Luna,expense,7
2024-10-14,132.77,Utilities,Phone,Internet bill,Water Company,expense,7
2024-10-15,2855.48,Salary,Salary,Monthly salary payment,Healthcare LLC,income,7
2024-10-15,1410.42,Freelance,Freelance,Freelance project payment,Client B,income,7
2024-10-15,23.23,Food & Dining,Restaurants,Grocery shopping,McDonalds,expense,7
2024-10-15,52.87,Transportation,Parking,Car payment,Shell,expense,7
2024-10-15,24.98,Shopping,Books,Online purchase,Amazon,expense,7
2024-10-15,11.53,Shopping,Electronics,Online purchase,Macys,expense,7
2024-10-18,1168.51,Housing,HOA Fees,Rent payment,Wells Fargo,expense,7
2024-10-19,107.63,Utilities,Phone,Electric bill,Water Company,expense,7
2024-10-19,18.62,Shopping,Home Goods,Personal items,CVS,expense,7
2024-10-20,16.59,Other,Other,Change lawyer.,"Smith, Hensley and Thomas",expense,7
2024-10-21,160.53,Healthcare,Insurance Premium,Insurance,Kaiser Permanente,expense,7
2024-10-22,8.54,Entertainment,Music,Concert,Steam,expense,7
2024-10-22,14.97,Shopping,Clothing,Retail shopping,Best Buy,expense,7
2024-10-22,5.6,Bank Fee,Bank Fee,Sister protect third.,"Ellis, Castaneda and Smith",expense,7
2024-10-23,1154.84,Housing,Mortgage,Rent payment,Home Depot,expense,7
2024-10-24,1215.28,Housing,Property Tax,Mortgage payment,Home Depot,expense,7
2024-10-25,9.37,Food & Dining,Coffee,Coffee,McDonalds,expense,7
2024-10-25,5.99,Other,Other,Field contain different before.,"Griffin, Thompson and Sullivan",expense,7
2024-10-26,36.38,Food & Dining,Restaurants,Dinner,McDonalds,expense,7
2024-10-29,5.71,Entertainment,Movies,Subscription,PlayStation Store,expense,7
2024-10-30,12.79,Other,Other,Indicate little maintain among.,"Mcdaniel, Chapman and Kennedy",expense,7
2024-10-31,7.97,Food & Dining,Fast Food,Coffee,Starbucks,expense,7
2024-10-31,39.66,Transportation,Uber/Lyft,Gas fill-up,Honda Finance,expense,7
2024-10-31,9.97,Entertainment,Sports,Movie tickets,AMC Theaters,expense,7
2024-11-01,3005.19,Salary,Salary,Monthly salary payment,Tech Corp,income,7
2024-11-01,25.47,Bank Fee,Bank Fee,Fund head rate reason.,"Nelson, Jacobson and Thompson",expense,7
2024-11-02,48.67100292051209,Shopping,Electronics,Personal items,Walgreens,expense,7
2024-11-02,38.17,Bank Fee,Bank Fee,Break side food history.,"Buckley, Johnston and Ho",expense,7
2024-11-02,5.38,ATM Fee,ATM Fee,Despite spend indicate return.,Pierce-Tucker,expense,7
2024-11-03,48.13,Transportation,Public Transit,Gas fill-up,Honda Finance,expense,7
2024-11-03,17.55,Other,Other,Fire apply sport old lay.,Harper Group,expense,7
2024-11-04,28.34,Transportation,Parking,Car payment,Metro,expense,7
2024-11-04,187.28,Utilities,Phone,Internet bill,PG&E,expense,7
2024-11-06,14.298632957303854,Food & Dining,Fast Food,Dinner,Safeway,expense,7
2024-11-07,1208.93,Housing,HOA Fees,Property maintenance,Landlord,expense,7
2024-11-08,46.931157730185674,Food & Dining,Fast Food,Dinner,DoorDash,expense,7
2024-11-09,31.26928569856194,Shopping,Books,Personal items,Best Buy,expense,7
2024-11-09,37.3,ATM Fee,ATM Fee,Career situation heavy.,Green-Skinner,expense,7
2024-11-10,37.08,Transportation,Gas,Parking fee,Honda Finance,expense,7
2024-11-10,4.6,Entertainment,Sports,Movie tickets,Spotify,expense,7
2024-11-10,14.29,Subscription,Subscription,Enough forward.,"Peters, White and Brown",expense,7
2024-11-11,32.31,Other,Other,Experience look.,"Johnson, Smith and Yang",expense,7
2024-11-11,9.72,Bank Fee,Bank Fee,Those figure they see.,Arnold-Perez,expense,7
2024-11-11,47.71,ATM Fee,ATM Fee,Free technology audience executive road.,Rodriguez Group,expense,7
2024-11-12,137.4,Healthcare,Pharmacy,Insurance,CVS Pharmacy,expense,7
2024-11-14,41.85454830756182,Food & Dining,Coffee,Lunch,DoorDash,expense,7
2024-11-15,3135.73,Salary,Salary,Monthly salary payment,Finance Inc,income,7
2024-11-15,1238.79,Housing,Rent,Rent payment,Landlord,expense,7
2024-11-15,7.6701454497181425,Shopping,Home Goods,Online purchase,CVS,expense,7
2024-11-17,1239.46,Housing,Mortgage,Property maintenance,Bank of America,expense,7
2024-11-17,21.1,Entertainment,Gaming,Concert,Spotify,expense,7
2024-11-17,12.35,Entertainment,Streaming,Concert,AMC Theaters,expense,7
2024-11-17,30.29,Subscription,Subscription,You hair guess house.,"Miles, Green and Hamilton",expense,7
2024-11-17,47.03,ATM Fee,ATM Fee,Leave blue better almost.,Hanna-Hill,expense,7
2024-11-18,22.09,Transportation,Uber/Lyft,Parking fee,Uber,expense,7
2024-11-18,13.56,Subscription,Subscription,Traditional spend magazine within.,Turner PLC,expense,7
2024-11-19,35.07,Transportation,Car Payment,Parking fee,Metro,expense,7
2024-11-19,43.356032994712116,Shopping,Personal Care,Retail shopping,Best Buy,expense,7
2024-11-20,191.85,Utilities,Internet,Internet bill,Water Company,expense,7
2024-11-23,34.85569088664421,Shopping,Clothing,Retail shopping,Walgreens,expense,7
2024-11-24,28.01,Transportation,Car Payment,Parking fee,Uber,expense,7
2024-11-24,98.68,Healthcare,Pharmacy,Doctor visit,CVS Pharmacy,expense,7
2024-11-24,32.77,Bank Fee,Bank Fee,Paper could.,"Moore, Wright and Martin",expense,7
2024-11-26,145.13,Utilities,Internet,Electric bill,AT&T,expense,7
2024-11-27,39.504525953950875,Shopping,Personal Care,Retail shopping,CVS,expense,7
2024-11-28,140.45,Healthcare,Doctor Visit,Insurance,Dental Associates,expense,7
2024-11-30,39.74947169435323,Food & Dining,Coffee,Dinner,Uber Eats,expense,7
2024-11-30,39.64,ATM Fee,ATM Fee,Wait since piece trade.,"Wright, Miller and Graham",expense,7
2024-12-01,3031.9,Salary,Salary,Monthly salary payment,Finance Inc,income,7
2024-12-01,27.05,Other,Other,Specific admit five.,Jones-Malone,expense,7
2024-12-02,18.05,ATM Fee,ATM Fee,Six remain effect perform.,Aguilar-Schmitt,expense,7
2024-12-04,14.781604344459708,Shopping,Clothing,Retail shopping,Best Buy,expense,7
2024-12-05,36.47,Transportation,Uber/Lyft,Parking fee,Honda Finance,expense,7
2024-12-06,33.25,Subscription,Subscription,Similar interview year street.,"Nelson, Newton and Ponce",expense,7
2024-12-07,45.7,Transportation,Parking,Gas fill-up,Uber,expense,7
2024-12-08,166.7,Healthcare,Dental,Prescription,Kaiser Permanente,expense,7
2024-12-09,31.71,Subscription,Subscription,Capital experience dog high.,Miller PLC,expense,7
2024-12-09,40.85,Subscription,Subscription,Impact describe probably television.,"Peterson, Garcia and Duarte",expense,7
2024-12-09,6.92,ATM Fee,ATM Fee,Call begin.,Warren-Jimenez,expense,7
2024-12-10,58.10109557282975,Food & Dining,Coffee,Grocery shopping,Safeway,expense,7
2024-12-10,26.83794228100352,Food & Dining,Delivery,Grocery shopping,Safeway,expense,7
2024-12-14,8.11,Entertainment,Movies,Subscription,Netflix,expense,7
2024-12-14,146.04,Healthcare,Pharmacy,Doctor visit,Dental Associates,expense,7
2024-12-15,3002.7,Salary,Salary,Monthly salary payment,Finance Inc,income,7
2024-12-15,1605.18,Freelance,Freelance,Freelance project payment,Client A,income,7
2024-12-15,34.68,Transportation,Parking,Parking fee,Uber,expense,7
2024-12-16,13.8908807886448,Food & Dining,Delivery,Coffee,Whole Foods,expense,7
2024-12-16,12.35772766497565,Shopping,Electronics,Online purchase,Target,expense,7
2024-12-16,7.66,Subscription,Subscription,Look left.,"Olson, Soto and Delacruz",expense,7
2024-12-16,31.25,Bank Fee,Bank Fee,Seat reveal customer.,"Obrien, Wells and Johnston",expense,7
2024-12-17,4.98,Entertainment,Music,Movie tickets,Netflix,expense,7
2024-12-17,12.98,Entertainment,Gaming,Subscription,PlayStation Store,expense,7
2024-12-17,15.4,Entertainment,Movies,Movie tickets,Spotify,expense,7
2024-12-17,21.89,Entertainment,Gaming,Concert,AMC Theaters,expense,7
2024-12-17,38.7,Other,Other,Since option capital notice service.,"Bell, Weber and Fernandez",expense,7
2024-12-17,10.06,ATM Fee,ATM Fee,Agency us.,Yang-Fleming,expense,7
2024-12-18,14.525784691117584,Food & Dining,Restaurants,Lunch,Starbucks,expense,7
2024-12-18,161.12,Healthcare,Dental,Prescription,CVS Pharmacy,expense,7
2024-12-20,15.66,Transportation,Uber/Lyft,Parking fee,Honda Finance,expense,7
2024-12-20,11.08,Subscription,Subscription,Energy hundred per mind.,Reed LLC,expense,7
2024-12-21,30.2,Transportation,Uber/Lyft,Gas fill-up,Chevron,expense,7
2024-12-22,39.66060945053547,Food & Dining,Delivery,Grocery shopping,Starbucks,expense,7
2024-12-22,26.29,Bank Fee,Bank Fee,Heart case live beat.,Barber Group,expense,7
2024-12-24,27.6673716616678,Food & Dining,Coffee,Coffee,Starbucks,expense,7
2024-12-24,156.86,Utilities,Phone,Internet bill,AT&T,expense,7
2024-12-24,8.75,Entertainment,Music,Concert,Netflix,expense,7
2024-12-25,133.66,Utilities,Phone,Phone bill,AT&T,expense,7
2024-12-26,36.7,Transportation,Gas,Parking fee,Shell,expense,7
2024-12-27,16.005078678777448,Shopping,Books,Retail shopping,Target,expense,7
2024-12-27,44.0,ATM Fee,ATM Fee,Today serious move.,Davis and Sons,expense,7
2024-12-29,31.42,Other,Other,Choice order there.,Martinez-Davies,expense,7
2024-12-30,1178.93,Housing,HOA Fees,Property maintenance,Property Manager,expense,7
2024-12-31,50.63380127036286,Shopping,Clothing,Retail shopping,Best Buy,expense,7
2024-12-31,5.88,Subscription,Subscription,Enough sound stand rather.,"Rasmussen, Williams and Johnson",expense,7
